Concept(EN)	ConceptClass	Concept(IT)	SubjectCode	No.Concept	No.Phrase	Feature	RelationType	Phrase
table	furniture	tavolo	s77	9		2	has_4_legs	ece	ha_4_gambe
table	furniture	tavolo	s77	9		3	used_for_eating_on	sf	permette_alle_persone_di_mangiare
comb	implement	pettine	s77	10		1	a_tool	ch	un_utensile
comb	implement	pettine	s77	10		2	used_for_styling	sf	permette_alle_persone_di_modificare_la_propria_acconciatura
church	building	chiesa	s77	11		1	a_building	ch	edificio
church	building	chiesa	s77	11		2	associated_with_religion	eae	religioso
church	building	chiesa	s77	11		3	used_for_worshipping	sf	dove_si_svologono_le_funzioni_religiose
church	building	chiesa	s77	11		4	associated_with_The_House_of_God	eae	casa_di_Dio
pear	fruit	pera	s77	12		1	a_fruit	ch	è_un_frutto
pear	fruit	pera	s77	12		2	tastes_sweet	esi	ha_un_sapore_dolce
pear	fruit	pera	s77	12		3	is_round	ese	è_di_forma_tondeggiante_alla_base
pear	fruit	pera	s77	12		4	is_long	ese	è_più_allungata_sopra
monkey	mammal	scimmia	s77	13		1	an_animal	ch	è_un_animale
monkey	mammal	scimmia	s77	13		2	is_wild	iep	selvatico
monkey	mammal	scimmia	s77	13		3	has_a_fur	ece	è_pelosa
monkey	mammal	scimmia	s77	13		4	a_relative_of_humans	cc	assomiglia_ai_nostri_antenati
goose	bird	oca	s77	14		1	a_bird	ch	è_un_volatile
goose	bird	oca	s77	14		2	has_feathers	ece	ha_delle_piume
goose	bird	oca	s77	14		3	is_edible	sa	è_commestibile
paintbrush	implement	pennello	s77	15		1	used_for_painting	sf	utensile_per_la_pittura
paintbrush	implement	pennello	s77	15		2	has_bristles	ece	è_composto_da_molti_peli
paintbrush	implement	pennello	s77	15		3	used_by_artists	sp	è_lo_strumento_degli_artisti
sweater	clothing	pullover	s77	16		1	clothing	ch	capo_d'abbigliamento
sweater	clothing	pullover	s77	16		2	worn_on_top_of_shirts	sf	si_mette_sopra_la_camicia
sweater	clothing	pullover	s77	16		3	warmer_than_shirt	io	è_più_caldo_di_una_camicia
sweater	clothing	pullover	s77	16		4	less_warm_than_jacket	io	è_meno_caldo_di_una_giacca
onion	vegetable	cipolla	s77	17		1	a_vegetable	ch	è_un_ortaggio
onion	vegetable	cipolla	s77	17		2	smells_bad	ie	ha_un_odore_sgradevole
onion	vegetable	cipolla	s77	17		3	causes_crying/tears	ic	fa_lacrimare_gli_occhi
bear	mammal	orso	s77	18		1	an_animal	ch	è_un_animale
bear	mammal	orso	s77	18		2	is_wild	iep	selvatico
bear	mammal	orso	s77	18		3	is_dangerous	iep	pericoloso
bear	mammal	orso	s77	18		4	beh_-_eats_meat	eb	carnivoro
sparrow	bird	passero	s77	19		1	a_bird	ch	è_un_volatile
sparrow	bird	passero	s77	19		2	is_small	ese	è_di_piccole_dimensioni
sparrow	bird	passero	s77	19		3	beh_-_flies	eb	sa_volare
shoes	clothing	scarpe	s77	20		1	clothing	ch	capo_d'abbigliamento
shoes	clothing	scarpe	s77	20		2	worn_for_covering_feet	sf	coprono_i_piedi
shoes	clothing	scarpe	s77	20		3	there_are_2	eq	sono_sempre_2
spinach	vegetable	spinaci	s77	21		1	a_vegetable	ch	verdura
spinach	vegetable	spinaci	s77	21		2	has_iron	eci	contiene_ferro
spinach	vegetable	spinaci	s77	21		3	is_green	ese	verdi
spinach	vegetable	spinaci	s77	21		4	is_bitter	ese	hanno_un_sapore_amaro
broom	implement	scopa	s77	22		1	a_tool	ch	utensile
broom	implement	scopa	s77	22		2	used_for_cleaning	sf	per_pulire
broom	implement	scopa	s77	22		3	has_a_handle	ece	ha_un_manico
broom	implement	scopa	s77	22		4	is_long	ese	è_lunga
socks	clothing	calzini	s77	23		1	clothing	ch	capo_d'abbigliamento
socks	clothing	calzini	s77	23		2	worn_under_shoes	sf	si_mettono_prima_delle_scarpe
socks	clothing	calzini	s77	23		3	worn_on_feet	sf	vanno_ai_piedi
owl	bird	gufo	s77	24		1	a_bird	ch	è_un_volatile
owl	bird	gufo	s77	24		2	beh_-_is_nocturnal	eb	è_un_animale_notturno
owl	bird	gufo	s77	24		3	has_night_vision	iep	vede_di_notte
seagull	bird	gabbiano	s77	25		1	a_bird	ch	è_un_volatile
seagull	bird	gabbiano	s77	25		2	lives_by_the_ocean	sl	vive_presso_i_mari
seagull	bird	gabbiano	s77	25		3	lives_by_the_ocean	sl	vive_presso_gli_oceani
seagull	bird	gabbiano	s77	25		4	is_white	ese	è_bianco
hand	bodypart	mano	s78	1		1	has_5_fingers	ece	ha_5_dita
hand	bodypart	mano	s78	1		2	a_body_part	ch	parte_del_corpo
hand	bodypart	mano	s78	1		3	used_for_grasping	sf	serve_per_afferrare_oggetto
hand	bodypart	mano	s78	1		4	made_of_flesh	em	è_fatta_di_carne
woodpecker	bird	picchio	s78	2		1	beh_-_hits_against_trees_with_beak	eb	batte_sugli_alberi
woodpecker	bird	picchio	s78	2		2	is_red	ese	è_rosso
woodpecker	bird	picchio	s78	2		3	is_black	ese	è_nero
woodpecker	bird	picchio	s78	2		4	a_bird	ch	è_un_volatile
orange	fruit	arancia	s78	3		1	an_object	ch	oggetto
orange	fruit	arancia	s78	3		2	is_round	ese	sferico
orange	fruit	arancia	s78	3		3	is_orange	ese	arancione
orange	fruit	arancia	s78	3		4	is_edible	sa	si_mangia
orange	fruit	arancia	s78	3		5	tastes_sour	esi	ha_un_sapore_aspro
bus	vehicle	autobus	s78	4		1	a_vehicle	ch	mezzo
bus	vehicle	autobus	s78	4		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s78	4		3	used_by_many_passengers	sp	che_contiene_un_numero_elevato_di_persone
corn	vegetable	mais	s78	5		1	has_yellow_kernels	ece	chicchi_gialli
corn	vegetable	mais	s78	5		2	is_tasteless	esi	di_sapore_insipido
bed	furniture	letto	s78	6		1	an_object	ch	oggetto
bed	furniture	letto	s78	6		2	is_rectangular	ese	rettangolare
bed	furniture	letto	s78	6		3	is_soft	ese	morbido
bed	furniture	letto	s78	6		4	used_for_sleeping	sf	che_serve_per_dormire
rabbit	mammal	coniglio	s78	7		1	a_mammal	ch	mammifero
rabbit	mammal	coniglio	s78	7		2	has_a_fur	ece	peloso
rabbit	mammal	coniglio	s78	7		3	has_long_ears	ece	dotato_di_lunghe_orecchie
rabbit	mammal	coniglio	s78	7		4	beh_-_hops	eb	saltella
peas	vegetable	piselli	s78	8		1	is_round	ese	palline
peas	vegetable	piselli	s78	8		2	is_green	ese	verdi
peas	vegetable	piselli	s78	8		3	is_edible	sa	si_mangiano
closet	furniture	armadio	s78	9		1	is_large	ese	grande
closet	furniture	armadio	s78	9		2	is_box_shaped	ese	parallelepipedo
closet	furniture	armadio	s78	9		3	made_of_wood	em	di_legno
closet	furniture	armadio	s78	9		4	used_for_storing	sf	usato_per_contenere_oggetti
ship	vehicle	nave	s78	10		1	a_vehicle	ch	mezzo
ship	vehicle	nave	s78	10		2	used_for_transportation	sf	di_trasporto
ship	vehicle	nave	s78	10		3	used_for_navigation	sf	usato_per_navigare
dog	mammal	cane	s78	11		1	a_mammal	ch	mammifero
dog	mammal	cane	s78	11		2	has_a_fur	ece	peloso
dog	mammal	cane	s78	11		3	beh_-_makes_noises	eb	rumoroso
dog	mammal	cane	s78	11		4	an_animal	ch	animale
dog	mammal	cane	s78	11		5	is_domestic	sr	domestico
horse	mammal	cavallo	s78	12		1	an_animal	ch	animale
horse	mammal	cavallo	s78	12		2	is_tall	ese	alto
horse	mammal	cavallo	s78	12		3	used_for_transportation	sf	usato_un_tempo_come_mezzo_di_trasporto
tongs	implement	pinze	s78	13		1	an_object	ch	oggetto
tongs	implement	pinze	s78	13		2	used_for_gripping	sf	per_stringere_altri_oggetti
skyscraper	building	grattacielo	s78	14		1	a_building	ch	edificio
skyscraper	building	grattacielo	s78	14		2	has_many_floors	ece	con_molti_piani
skyscraper	building	grattacielo	s78	14		3	is_tall	ese	è_molto_alto
skyscraper	building	grattacielo	s78	14		4	found_in_big_cities	sl	c'è_nelle_grandi_città
eye	bodypart	occhio	s78	15		1	a_body_part	ch	parte_del_corpo_umano
eye	bodypart	occhio	s78	15		2	used_for_seeing	sf	usato_per_vedere
truck	vehicle	camion	s78	16		1	a_vehicle	ch	mezzo
truck	vehicle	camion	s78	16		2	used_for_transportation	sf	di_trasporto
truck	vehicle	camion	s78	16		3	used_for_cargo	se	che_contiene_merci
finger	bodypart	dito	s78	17		1	part_of_hand	ew	parte_della_mano
finger	bodypart	dito	s78	17		2	has_finger_bones	eci	è_articolato
apple	fruit	mela	s78	18		1	an_object	ch	oggetto
apple	fruit	mela	s78	18		2	is_round	ese	sferico
apple	fruit	mela	s78	18		3	is_edible	sa	commestibile
apple	fruit	mela	s78	18		4	is_green	ese	verde
apple	fruit	mela	s78	18		5	is_red	ese	rosso
apple	fruit	mela	s78	18		6	is_yellow	ese	giallo
tower	building	torre	s78	19		1	is_tall	ese	alta
tower	building	torre	s78	19		2	a_construction	ch	costruzione
tower	building	torre	s78	19		3	made_of_stones	em	di_pietra
tower	building	torre	s78	19		4	is_medieval	st	usata_nel_medioevo
tower	building	torre	s78	19		5	has_windows	ece	ha_poche_finestre
train	vehicle	treno	s78	20		1	a_vehicle	ch	mezzo
train	vehicle	treno	s78	20		2	used_for_transportation	sf	di_trasporto
train	vehicle	treno	s78	20		3	used_on_rail_tracks	se	che_viaggia_su_rotaie
train	vehicle	treno	s78	20		4	requires_steam	ic	alimentato_a_vapore
train	vehicle	treno	s78	20		5	requires_gasoline	ic	alimentato_dal_diesel
train	vehicle	treno	s78	20		6	requires_electricity	ic	alimentato_da_corrente_elettrica
potato	vegetable	patata	s78	21		1	a_tuber	ch	tubero
potato	vegetable	patata	s78	21		2	is_brown	ese	marrone
potato	vegetable	patata	s78	21		3	is_edible	sa	commestibile
bridge	building	ponte	s78	22		1	a_construction	ch	costruzione
bridge	building	ponte	s78	22		2	used_for_crossing_rivers	sf	consente_di_oltrepassare_fiumi
bridge	building	ponte	s78	22		3	used_for_crossing_ravines	sf	consente_di_oltrepassare_burroni
sword	implement	spada	s78	23		1	a_weapon	ch	arma
sword	implement	spada	s78	23		2	made_of_metal	em	di_metallo
sword	implement	spada	s78	23		3	is_ancient	st	usata_in_tempo_remoto
airplane	vehicle	aeroplano	s78	24		1	a_vehicle	ch	mezzo
airplane	vehicle	aeroplano	s78	24		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s78	24		3	flies	sf	capace_di_volare
airplane	vehicle	aeroplano	s78	24		4	used_by_many_passengers	sp	può_contenere_un_numero_elevato_di_persone
airplane	vehicle	aeroplano	s78	24		5	different_sizes	ese	di_dimensioni_diverse
pineapple	fruit	ananas	s78	25		1	a_fruit	ch	frutto
pineapple	fruit	ananas	s78	25		2	grows_in_warm_climates	sl	tropicale
pineapple	fruit	ananas	s78	25		3	is_brown	ese	dal_colore_marrone_chiaro
pineapple	fruit	ananas	s78	25		4	has_green_leaves	ece	con_un_ciuffo_verde
hand	bodypart	mano	s79	1		1	extreme_part_of_arm	ew	estrema
hand	bodypart	mano	s79	1		2	part_of_arm	ew	parte_del_braccio_umano
hand	bodypart	mano	s79	1		3	used_for_grasping	sf	pensile
woodpecker	bird	picchio	s79	2		1	is_small	ese	piccolo
woodpecker	bird	picchio	s79	2		2	a_bird	ch	uccello
woodpecker	bird	picchio	s79	2		3	beh_-_puts_holes_in_trees	eb	caratterizzato_dalla_capacità_di_scavare_nei_tronchi_col_becco
orange	fruit	arancia	s79	3		1	a_citrus	ch	agrume
orange	fruit	arancia	s79	3		2	a_fruit	ch	frutto
orange	fruit	arancia	s79	3		3	grows_on_orange_trees	sl	dell'arancio
orange	fruit	arancia	s79	3		4	has_vitamin_C	eci	contiene_vitamina_C
orange	fruit	arancia	s79	3		5	has_sections	eci	divisa_in_spicchi
orange	fruit	arancia	s79	3		6	has_a_skin	ece	coperta_da_una_buccia
bus	vehicle	autobus	s79	4		1	a_vehicle	ch	mezzo
bus	vehicle	autobus	s79	4		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s79	4		3	used_by_passengers	sp	porta_più_persone
bus	vehicle	autobus	s79	4		4	follows_a_route	sf	si_muove_secondo_percorsi_prestabiliti
corn	vegetable	mais	s79	5		1	a_vegetable	ch	verdura
corn	vegetable	mais	s79	5		2	is_yellow	ese	gialla
corn	vegetable	mais	s79	5		3	comes_on_cobs	ese	cresce_in_pannocchie
corn	vegetable	mais	s79	5		4	tastes_sweet	esi	ha_un_gusto_dolce
corn	vegetable	mais	s79	5		5	eaten_as_popcorn	se	esploso_crea_pop-corn
bed	furniture	letto	s79	6		1	used_for_lying_down	sf	dove_ci_si_sdraia_per_dormire
bed	furniture	letto	s79	6		2	has_a_frame	ece	composto_da_una_struttura
bed	furniture	letto	s79	6		3	has_a_board	ece	composto_da_doghe
bed	furniture	letto	s79	6		4	has_a_mattress	ece	composto_da_materasso
bed	furniture	letto	s79	6		5	has_sheets	se	composto_da_lenzuola
rabbit	mammal	coniglio	s79	7		1	a_mammal	ch	mammifero
rabbit	mammal	coniglio	s79	7		2	beh_-_eats_grass	eb	erbivoro
rabbit	mammal	coniglio	s79	7		3	is_small	ese	di_piccole_dimensioni
rabbit	mammal	coniglio	s79	7		4	beh_-_produces_large_offspring	eb	si_moltiplica_molto_velocemente
peas	vegetable	piselli	s79	8		1	a_vegetable	ch	ortaggio
peas	vegetable	piselli	s79	8		2	is_green	ese	verde
peas	vegetable	piselli	s79	8		3	grows_in_pods	sor	sotto_una_morbida_scorza_sta_la_verdura_vera_e_propria
closet	furniture	armadio	s79	9		1	furniture	ch	mobile
closet	furniture	armadio	s79	9		2	is_large	ese	di_grandi_dimensioni
closet	furniture	armadio	s79	9		3	used_for_storing	sf	vi_si_ripongono_oggetti
closet	furniture	armadio	s79	9		4	used_for_storing_clothing	sf	vi_si_ripongono_vestiti
ship	vehicle	nave	s79	10		1	a_vehicle	ch	mezzo
ship	vehicle	nave	s79	10		2	used_for_transportation	sf	di_trasporto
ship	vehicle	nave	s79	10		3	used_on_water	sl	via_acqua
ship	vehicle	nave	s79	10		4	has_sails	ece	a_vela
ship	vehicle	nave	s79	10		5	has_an_engine	eci	a_motore
dog	mammal	cane	s79	11		1	a_mammal	ch	mammifero
dog	mammal	cane	s79	11		2	different_sizes	ese	di_dimensioni_variabili_dal_topo_al_pony
dog	mammal	cane	s79	11		3	beh_-_eats_meat	eb	carnivoro
dog	mammal	cane	s79	11		4	used_for_hunting	sf	viene_addomesticato_come_animale_da_compagnia
dog	mammal	cane	s79	11		5	used_for_hunting	sf	viene_addomesticato_come_animale_da_caccia
dog	mammal	cane	s79	11		6	used_for_protection	sf	viene_addomesticato_come_animale_da_difesa
horse	mammal	cavallo	s79	12		1	a_mammal	ch	mammifero
horse	mammal	cavallo	s79	12		2	has_4_legs	ece	quadrupede
horse	mammal	cavallo	s79	12		3	used_for_travel	sf	un_tempo_usato_per_gli_spostamenti
tongs	implement	pinze	s79	13		1	a_tool	ch	strumento
tongs	implement	pinze	s79	13		2	is_X_shaped	ese	a_X
tongs	implement	pinze	s79	13		3	based_on_lever_principle	ic	basato_sul_secondo_principio_delle_leve
skyscraper	building	grattacielo	s79	14		1	is_large	ese	grande
skyscraper	building	grattacielo	s79	14		2	a_building	ch	edificio
skyscraper	building	grattacielo	s79	14		3	is_tall	ese	di_altezza_immane
skyscraper	building	grattacielo	s79	14		4	found_in_big_cities	sl	comune_nelle_metropoli
eye	bodypart	occhio	s79	15		1	an_organ	ch	organo
eye	bodypart	occhio	s79	15		2	used_for_seeing	sf	della_vista
eye	bodypart	occhio	s79	15		3	beh_-_sends_signals_to_brain	eb	trasmette_immagini_al_cervello
truck	vehicle	camion	s79	16		1	a_vehicle	ch	mezzo
truck	vehicle	camion	s79	16		2	used_for_transportation	sf	di_trasporto
truck	vehicle	camion	s79	16		3	used_for_cargo	se	usato_per_lo_spostamento_di_cose_molto_pesanti
finger	bodypart	dito	s79	17		1	part_of_hand	ew	parte_della_mano
apple	fruit	mela	s79	18		1	a_fruit	ch	frutto
apple	fruit	mela	s79	18		2	tastes_sour	esi	aspro
apple	fruit	mela	s79	18		3	different_colours	ese	di_colore_variabile
tower	building	torre	s79	19		1	is_tall	ese	costruzione_verticale
tower	building	torre	s79	19		2	associated_with_princesses	eae	nelle_fiabe_vi_si_rinchiudono_le_principesse
train	vehicle	treno	s79	20		1	a_vehicle	ch	mezzo
train	vehicle	treno	s79	20		2	used_for_travel	sf	di_locomozione
train	vehicle	treno	s79	20		3	used_on_rail_tracks	se	su_rotaia
train	vehicle	treno	s79	20		4	is_from_nineteenth_century	st	si_diffuse_nella_seconda_metà_dell'ottocento
potato	vegetable	patata	s79	21		1	like_a_vagina	io	organo_sessuale_femminile
potato	vegetable	patata	s79	21		2	a_vegetable	ch	ortaggio
bridge	building	ponte	s79	22		1	is_arch_shaped	ese	arco
bridge	building	ponte	s79	22		2	made_of_stones	em	di_pietra
bridge	building	ponte	s79	22		3	made_of_steel	em	d'acciaio
bridge	building	ponte	s79	22		4	used_for_crossing_rivers	sf	consente_di_superare_fiumi
bridge	building	ponte	s79	22		5	used_for_crossing_ravines	sf	consente_di_superare_burroni
sword	implement	spada	s79	23		1	heroin	cs	iniezione_di_eroina
sword	implement	spada	s79	23		2	a_weapon	ch	arma
sword	implement	spada	s79	23		3	used_for_cutting	sf	da_taglio
airplane	vehicle	aeroplano	s79	24		1	a_vehicle	ch	mezzo
airplane	vehicle	aeroplano	s79	24		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s79	24		3	travels_in_the_sky	sl	via_aria
pineapple	fruit	ananas	s79	25		1	a_fruit	ch	frutto
pineapple	fruit	ananas	s79	25		2	grows_in_warm_climates	sl	tropicale
pineapple	fruit	ananas	s79	25		3	has_a_hard_skin	ece	dotato_di_scorza_dura
pineapple	fruit	ananas	s79	25		4	has_a_prickly_skin	ece	dotato_di_scorza_pungente
hand	bodypart	mano	s80	1		1	a_body_part	ch	parte_del_corpo
hand	bodypart	mano	s80	1		2	extreme_part_of_arm	ew	all'estremità_delle_braccia
hand	bodypart	mano	s80	1		3	has_5_fingers	ece	che_ha_cinque_dita
hand	bodypart	mano	s80	1		4	used_for_grasping	sf	consente_di_afferrare_oggetti
woodpecker	bird	picchio	s80	2		1	a_bird	ch	uccello
woodpecker	bird	picchio	s80	2		2	has_a_strong_beak	ece	da_becco_rigido
woodpecker	bird	picchio	s80	2		3	beh_-_hits_against_trees_with_beak	eb	che_batte_sui_tronchi_degli_alberi
orange	fruit	arancia	s80	3		1	a_fruit	ch	frutto
orange	fruit	arancia	s80	3		2	is_orange	ese	arancione
orange	fruit	arancia	s80	3		3	has_a_rough_skin	ece	dalla_buccia_ruvida
orange	fruit	arancia	s80	3		4	tastes_sweet_sour	esi	dal_sapore_dolce-aspro
bus	vehicle	autobus	s80	4		1	a_vehicle	ch	mezzo
bus	vehicle	autobus	s80	4		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s80	4		3	used_by_many_passengers	sp	per_le_masse_di_persone
bus	vehicle	autobus	s80	4		4	has_4_wheels	ece	con_4_ruote
bus	vehicle	autobus	s80	4		5	is_box_shaped	ese	dalla_forma_a_parallelepipedo
corn	vegetable	mais	s80	5		1	a_vegetable	ch	tipo_di_verdura
corn	vegetable	mais	s80	5		2	has_yellow_kernels	ece	a_chicci_gialli
corn	vegetable	mais	s80	5		3	is_shiny	ese	dal_colore_lucente
bed	furniture	letto	s80	6		1	has_a_board	ece	piano
bed	furniture	letto	s80	6		2	has_4_legs	ece	a_quattro_gambe
bed	furniture	letto	s80	6		3	made_of_wood	em	di_legno
bed	furniture	letto	s80	6		4	has_a_mattress	ece	con_sopra_un_materasso
bed	furniture	letto	s80	6		5	used_for_resting	sf	sul_quale_si_può_riposare
rabbit	mammal	coniglio	s80	7		1	a_mammal	ch	mammifero
rabbit	mammal	coniglio	s80	7		2	has_long_ears	ece	con_le_orecchie_lunghe
rabbit	mammal	coniglio	s80	7		3	has_a_fur	ece	con_il_pelo_su_tutto_il_corpo
rabbit	mammal	coniglio	s80	7		4	has_long_teeth	ece	con_i_denti_lunghi
peas	vegetable	piselli	s80	8		1	a_vegetable	ch	tipo_di_verdura
peas	vegetable	piselli	s80	8		2	is_small	ese	piccola
peas	vegetable	piselli	s80	8		3	is_round	ese	rotonda
peas	vegetable	piselli	s80	8		4	is_green	ese	di_colore_verde
closet	furniture	armadio	s80	9		1	a_structure	ch	struttura
closet	furniture	armadio	s80	9		2	made_of_different_materials	em	di_diversi_materiali
closet	furniture	armadio	s80	9		3	has_doors	ece	con_apertura_a_ante
closet	furniture	armadio	s80	9		4	has_drawers	ece	con_apertura_a_cassetti
closet	furniture	armadio	s80	9		5	has_sliding_doors	ese	con_apertura_a_scorrimento
closet	furniture	armadio	s80	9		6	is_hollow	esi	concava
closet	furniture	armadio	s80	9		7	used_for_storing	sf	per_tenere_le_cose
ship	vehicle	nave	s80	10		1	a_vehicle	ch	mezzo
ship	vehicle	nave	s80	10		2	used_for_transportation	sf	di_trasporto
ship	vehicle	nave	s80	10		3	used_on_ocean	sl	che_viaggia_sul_mare
ship	vehicle	nave	s80	10		4	floats	sf	galleggiando
ship	vehicle	nave	s80	10		5	used_for_trading	sf	trasporta_cose
ship	vehicle	nave	s80	10		6	used_by_passengers	sp	trasporta_persone
dog	mammal	cane	s80	11		1	an_animal	ch	animale
dog	mammal	cane	s80	11		2	a_mammal	ch	mammifero
dog	mammal	cane	s80	11		3	has_a_long_tail	ece	dalla_coda_lunga
dog	mammal	cane	s80	11		4	has_a_short_tail	ece	dalla_coda_corta
dog	mammal	cane	s80	11		5	has_sharp_teeth	eci	denti_affilati
dog	mammal	cane	s80	11		6	has_a_long_muzzle	ece	muso_allungato
dog	mammal	cane	s80	11		7	has_a_short_muzzle	ece	muso_schiacciato
dog	mammal	cane	s80	11		8	beh_-_walks_on_4_feet	eb	cammina_su_quattro_zampe
horse	mammal	cavallo	s80	12		1	a_mammal	ch	mammifero
horse	mammal	cavallo	s80	12		2	larger_than_a_human	io	dalle_dimensioni_maggiori_di_quelle_umane
horse	mammal	cavallo	s80	12		3	beh_-_walks_on_4_feet	eb	su_4_zampe
horse	mammal	cavallo	s80	12		4	has_a_long_tail	ece	coda_lunga
horse	mammal	cavallo	s80	12		5	has_a_long_nozzle	ece	muso_allungato
tongs	implement	pinze	s80	13		1	a_tool	ch	strumento
tongs	implement	pinze	s80	13		2	made_of_iron	em	di_ferro
tongs	implement	pinze	s80	13		3	made_of_steel	em	di_acciaio
tongs	implement	pinze	s80	13		4	has_2_connected_handles	ece	che_consiste_in_2_pezzi_attacati_da_una_parte
tongs	implement	pinze	s80	13		5	used_by_gripping	sa	che_possono_essere_strette
tongs	implement	pinze	s80	13		6	used_for_picking_up_items	sf	per_afferrare_le_cose_dall'altra_parte
